Address,Price,ML_Price_Estimate,Price_$,ML_Price_Estimate_$
40 Mernda Av,1005000.0,825824.6573629642,"$1,005,000","$825,825"
4/8 York St,440000.0,562240.5138767443,"$440,000","$562,241"
18 Limeburner Gr,730000.0,646986.6266386067,"$730,000","$646,987"
18a Pine Av,670000.0,800788.4994450223,"$670,000","$800,788"
6/4 Dudley St,1300000.0,808156.168978832,"$1,300,000","$808,156"
2/19 Hemming St,880000.0,1134400.7651524027,"$880,000","$1,134,401"
200 South Rd,1920000.0,2092402.806938902,"$1,920,000","$2,092,403"
6 Tawonga St,380000.0,549964.2797945852,"$380,000","$549,964"
2/11 Cypress Av,525000.0,540000.5030686187,"$525,000","$540,001"
3/83 Cypress Av,465000.0,540000.5030686187,"$465,000","$540,001"
3A Austin Tce,810000.0,1177944.5031215688,"$810,000","$1,177,945"
20/195 Brunswick Rd,764000.0,543833.2060897656,"$764,000","$543,833"
61 Evans St,1105000.0,942606.6498102875,"$1,105,000","$942,607"
136 Hope St,1260000.0,942606.6498102875,"$1,260,000","$942,607"
87 Hope St,955000.0,837663.6795700862,"$955,000","$837,664"
94 Lydia St,895000.0,540362.9216917038,"$895,000","$540,363"
308/69 Lygon St,570000.0,568067.693790048,"$570,000","$568,068"
107/480 Albion St,400500.0,513503.2576990103,"$400,500","$513,503"
1/572 Moreland Rd,797500.0,794446.4258199171,"$797,500","$794,446"
1/15 Estelle St,787000.0,822079.7744258709,"$787,000","$822,080"
2/5 Cambridge Wy,681000.0,855364.8228963366,"$681,000","$855,365"
1378 Plenty Rd,790500.0,718068.9387748817,"$790,500","$718,069"
3/14 Havelock St,956000.0,898669.6311826318,"$956,000","$898,670"
3 Peacock St,1468000.0,1140499.4050216414,"$1,468,000","$1,140,499"
3/22 Allambee Av,752000.0,665886.69112458,"$752,000","$665,887"
29 Rubens Gr,3800000.0,2218511.174590647,"$3,800,000","$2,218,511"
207/21 Belsize Av,576800.0,580160.1531707699,"$576,800","$580,160"
2/22 Kokaribb Rd,465000.0,580160.1531707699,"$465,000","$580,160"
3/16 Newman Av,757500.0,580160.1531707699,"$757,500","$580,160"
7 Carmela Wy,535000.0,598604.5998553656,"$535,000","$598,605"
2/14 Cole Cr,999000.0,874670.022948708,"$999,000","$874,670"
2/12 Moorong St,1042500.0,1138560.245373291,"$1,042,500","$1,138,560"
2/11 Argus St,570000.0,568595.17267202,"$570,000","$568,595"
9 Cox St,1042500.0,1217727.804950001,"$1,042,500","$1,217,728"
16A Devon St,905000.0,877441.6787983772,"$905,000","$877,442"
10 Evergreen Cct,875000.0,1084175.3174660977,"$875,000","$1,084,175"
23 Kardinian Av,925000.0,1217727.804950001,"$925,000","$1,217,728"
1 Ramsay Ct,1055000.0,995388.7733106584,"$1,055,000","$995,389"
19 Tilley St,925000.0,1217727.804950001,"$925,000","$1,217,728"
12/310 Warrigal Rd,525000.0,568595.17267202,"$525,000","$568,595"
5 Buggyride La,680000.0,727243.769434531,"$680,000","$727,244"
10 Stockade Av,810000.0,793888.3977767196,"$810,000","$793,888"
1/79 Oxford St,1230000.0,1111396.1837717965,"$1,230,000","$1,111,396"
9 Hardy Av,490000.0,531527.8784322648,"$490,000","$531,528"
69 Wattleglen St,426750.0,531527.8784322648,"$426,750","$531,528"
6 Kincumber Dr,715000.0,942842.0207852989,"$715,000","$942,842"
50 Pascoe Av,680000.0,752749.7552587306,"$680,000","$752,750"
37 Blazey Rd,702500.0,772569.8189166159,"$702,500","$772,570"
22 Benalla St,406000.0,518226.02146635926,"$406,000","$518,226"
1/38 Bruce St,500000.0,702355.4863155147,"$500,000","$702,355"
4 Cornelius St,570000.0,619292.5190699229,"$570,000","$619,293"
2 Scotney Cr,825000.0,742380.3334582164,"$825,000","$742,380"
3/4 Frank St,950000.0,914286.209378181,"$950,000","$914,286"
28 Hertford Rd,1250500.0,1070887.4676026779,"$1,250,500","$1,070,887"
315 Serpells Rd,1210000.0,1281990.7577262705,"$1,210,000","$1,281,991"
2 Lynne St,1105000.0,999891.4345177907,"$1,105,000","$999,891"
28 Martha St,1000500.0,999891.4345177907,"$1,000,500","$999,891"
10 Betula St,488000.0,552084.9116322683,"$488,000","$552,085"
2/30 Munro Av,750000.0,799953.6212987822,"$750,000","$799,954"
76 Byron St,1238000.0,1458739.303407779,"$1,238,000","$1,458,739"
1/6 May St,640000.0,641022.9885754028,"$640,000","$641,023"
20 Foxzami Cr,520000.0,567999.9399067365,"$520,000","$568,000"
1/57 Wedge St,432000.0,506095.96348330984,"$432,000","$506,096"
26 Bradshaw St,1402000.0,1502555.171689442,"$1,402,000","$1,502,555"
1/155 Deakin St,897000.0,1127121.6033096465,"$897,000","$1,127,122"
3/18 Gillies St,730000.0,542999.5367141119,"$730,000","$543,000"
27 Nerissa St,755000.0,791440.7907666318,"$755,000","$791,441"
211A Ballarat Rd,950000.0,822654.0466567891,"$950,000","$822,654"
13/2 Saltriver Pl,674000.0,605423.4382424528,"$674,000","$605,423"
18 Fisher St,1000000.0,953302.6774356966,"$1,000,000","$953,303"
24 Longbrae Av,1000000.0,953302.6774356966,"$1,000,000","$953,303"
54 Raleigh St,1035500.0,953302.6774356966,"$1,035,500","$953,303"
37 Jacana Av,475000.0,608123.2855695994,"$475,000","$608,123"
52 Nodding Av,425000.0,608123.2855695994,"$425,000","$608,123"
30 Brighton St,580000.0,693909.5931814851,"$580,000","$693,910"
3 Crestview Ct,647000.0,794900.4907706899,"$647,000","$794,900"
8 Marama Dr,686000.0,794900.4907706899,"$686,000","$794,900"
3 The Enclave,1300000.0,794900.4907706899,"$1,300,000","$794,900"
66A Gardenvale Rd,1250000.0,1336808.6775624896,"$1,250,000","$1,336,809"
36 Nigel Cr,755000.0,674784.6614183461,"$755,000","$674,785"
82 Alexandra St,689000.0,730212.1235594386,"$689,000","$730,212"
26 Heversham Gr,682000.0,698183.7244352052,"$682,000","$698,184"
25 Francis St,918000.0,924765.5401071256,"$918,000","$924,766"
344 Hampton St,1875000.0,1925354.7000532448,"$1,875,000","$1,925,355"
2/17 Keiller St,475000.0,658607.8309316515,"$475,000","$658,608"
30 Carnoustie Pde,1010000.0,1019558.19907107,"$1,010,000","$1,019,558"
6/34 Bonar St,706750.0,779614.8480108051,"$706,750","$779,615"
34 Law St,785000.0,760502.3342808062,"$785,000","$760,502"
250 Oriel Rd,808000.0,716248.8653257234,"$808,000","$716,249"
290 Oriel Rd,652000.0,716248.8653257234,"$652,000","$716,249"
22 Morley Cr,755000.0,1034671.8778550915,"$755,000","$1,034,672"
16 Alsace Av,355000.0,525038.2224104425,"$355,000","$525,038"
4 Arundel Ct,500000.0,525038.2224104425,"$500,000","$525,038"
31 Baden Dr,430000.0,525038.2224104425,"$430,000","$525,038"
17 Johnson Av,650000.0,602223.5995215023,"$650,000","$602,224"
10 Northey Cr,400000.0,525038.2224104425,"$400,000","$525,038"
30 Oriel Rd,1220000.0,1141155.2760126384,"$1,220,000","$1,141,155"
11 Hislop St,1235000.0,707025.3685514376,"$1,235,000","$707,025"
48 Wimmera Cr,618000.0,631137.4990591044,"$618,000","$631,137"
122 Prospect Dr,695000.0,743189.9683099528,"$695,000","$743,190"
7A Malibu Gr,710000.0,686802.5244389854,"$710,000","$686,803"
60 Erebus St,843000.0,860643.6241077882,"$843,000","$860,644"
407/72 Altona St,515000.0,548731.3669634814,"$515,000","$548,731"
206 Stockmans Wy,781000.0,689156.4796705695,"$781,000","$689,156"
47 Brougham St,1668000.0,1713478.9592139197,"$1,668,000","$1,713,479"
24 Stymie St,1000000.0,1004877.5905088312,"$1,000,000","$1,004,878"
3 Lagarna Dr,332000.0,395208.5951997621,"$332,000","$395,209"
30 Richards St,518000.0,638935.8197150892,"$518,000","$638,936"
7 Brightwell Rd,538000.0,551784.6508613176,"$538,000","$551,785"
25 Strathallan Rd,1275000.0,809968.7827123104,"$1,275,000","$809,969"
4/4 Crefden St,335000.0,441581.0675345164,"$335,000","$441,581"
3/1 Wilton Vale Cr,735000.0,614589.2811333801,"$735,000","$614,589"
455 Gordon St,1011000.0,716289.9722002528,"$1,011,000","$716,290"
11 Carlton St,1170000.0,1049950.9794452426,"$1,170,000","$1,049,951"
12B Chalmers St,1518000.0,1437192.6395868089,"$1,518,000","$1,437,193"
33 Buchan St,437500.0,593815.7059435047,"$437,500","$593,816"
52 Oneills Rd,255000.0,401040.5929214807,"$255,000","$401,041"
25 Clement Wy,350000.0,441157.9603446194,"$350,000","$441,158"
19 Chelmsford Wy,342000.0,442410.1369902706,"$342,000","$442,410"
1/138 Warrigal Rd,525000.0,580346.0137742602,"$525,000","$580,346"
21 Boyle Cr,625000.0,595842.563384531,"$625,000","$595,843"
27 Marshall Dr,600000.0,595842.563384531,"$600,000","$595,843"
1/35 Glenburnie Rd,718000.0,590411.9936292147,"$718,000","$590,412"
3 Walter St,920000.0,1040814.1281979809,"$920,000","$1,040,814"
2/760 Whitehorse Rd,602000.0,590411.9936292147,"$602,000","$590,412"
2/17 Elmo Rd,982000.0,965430.3087835378,"$982,000","$965,430"
31 Bowen St,860000.0,942360.9611373642,"$860,000","$942,361"
7 Browning St,1260000.0,1127121.6033096465,"$1,260,000","$1,127,122"
5A William St,1016000.0,1167384.6181052919,"$1,016,000","$1,167,385"
240 Manchester Rd,770000.0,727243.769434531,"$770,000","$727,244"
105 Partridge Wy,883000.0,788822.4749044833,"$883,000","$788,822"
4/70 Chute St,332500.0,396915.3344506228,"$332,500","$396,915"
3/11 McDonald St,370000.0,396915.3344506228,"$370,000","$396,915"
2A Scarlet St,640000.0,882071.380181212,"$640,000","$882,071"
16/12 Surrey Rd,733000.0,860560.9618320779,"$733,000","$860,561"
143 Hansworth St,1055000.0,941439.5309331912,"$1,055,000","$941,440"
114 Haverbrack Dr,880000.0,941439.5309331912,"$880,000","$941,440"
34 Franklin St,910000.0,860994.8944216558,"$910,000","$860,995"
1/145 Mason St,780000.0,860994.8944216558,"$780,000","$860,995"
3/12 Elstone Ct,676000.0,813891.693489667,"$676,000","$813,892"
5 Hamilton St,991000.0,937550.1475535943,"$991,000","$937,550"
1g Newman St,610000.0,655851.4967751743,"$610,000","$655,851"
1/23 French St,550000.0,594663.130856261,"$550,000","$594,663"
15A Lothian St,1300000.0,1073330.7817622076,"$1,300,000","$1,073,331"
109 Victoria Rd,1300000.0,1282652.9931464973,"$1,300,000","$1,282,653"
1/22 Lex Gr,770000.0,693012.0484657498,"$770,000","$693,012"
3 Estelle St,1045000.0,1072122.9966599562,"$1,045,000","$1,072,123"
1/13 Boyd Av,770000.0,802408.2796385856,"$770,000","$802,408"
4 Cascade St,900000.0,1202819.5148657588,"$900,000","$1,202,820"
2/122 Beach Rd,480500.0,584072.2022750919,"$480,500","$584,072"
5 Birdwood St,2400000.0,1191221.0756376926,"$2,400,000","$1,191,221"
2/86 Cade Wy,500000.0,647148.536653077,"$500,000","$647,149"
47/202 The Avenue,395000.0,419878.8210729163,"$395,000","$419,879"
4/18 Danin St,476450.0,575914.0065085118,"$476,450","$575,914"
344 Gaffney St,810000.0,841597.3438100581,"$810,000","$841,597"
2/953 High St,555000.0,714267.9738663542,"$555,000","$714,268"
2/89 Purinuan Rd,350000.0,570922.6282716534,"$350,000","$570,923"
2/116 Summerhill Rd,540000.0,773462.6185808332,"$540,000","$773,463"
1/1 Ellis St,600000.0,647148.536653077,"$600,000","$647,149"
28/8 Hull St,450000.0,647148.536653077,"$450,000","$647,149"
49 Eastfield Rd,791000.0,894902.1283521159,"$791,000","$894,902"
70 McCrae Rd,780000.0,956265.166450475,"$780,000","$956,265"
15 Sheridan Av,935000.0,823954.7147330546,"$935,000","$823,955"
19 Lachlan Cr,451000.0,527444.2929178023,"$451,000","$527,444"
46 Sahi Cr,410000.0,598473.5497954774,"$410,000","$598,474"
43 Coolibar Av,685000.0,608123.2855695994,"$685,000","$608,123"
18 Elliott St,660000.0,608123.2855695994,"$660,000","$608,123"
22A Cobden St,930000.0,1201662.9963876572,"$930,000","$1,201,663"
16/124 Caroline St,450000.0,425035.0695519359,"$450,000","$425,035"
16/26 Toorak Rd,407000.0,425035.0695519359,"$407,000","$425,035"
308/18 Kavanagh St,455000.0,414288.21856409655,"$455,000","$414,288"
37 Donald St,750000.0,696185.8542531502,"$750,000","$696,186"
47 Charlotte St,660500.0,675169.359429747,"$660,500","$675,169"
12 Harleston St,546000.0,623299.637629739,"$546,000","$623,300"
201 Taylors Rd,550000.0,623299.637629739,"$550,000","$623,300"
216/5 Alma Rd,475000.0,419939.79990137264,"$475,000","$419,940"
12/352 Canterbury Rd,390000.0,581435.5682790302,"$390,000","$581,436"
11/10 Carlisle St,500000.0,419939.79990137264,"$500,000","$419,940"
5/12 St Leonards Av,730000.0,581435.5682790302,"$730,000","$581,436"
69 Lloyd St,1635000.0,1336872.192455849,"$1,635,000","$1,336,872"
34 Woodland St,1194000.0,1077362.9550208366,"$1,194,000","$1,077,363"
15/20 Florence Rd,880000.0,958127.7619052309,"$880,000","$958,128"
29 Camelot Dr,480000.0,498565.8442285117,"$480,000","$498,566"
14 Birchgrove Wy,796000.0,696921.3012376532,"$796,000","$696,921"
8 Swanston Ct,605000.0,696921.3012376532,"$605,000","$696,921"
39 Corryong Cr,685000.0,699296.3299010748,"$685,000","$699,296"
55 Chatsworth Qd,692000.0,764986.206405941,"$692,000","$764,986"
3 Ascot Ct,577000.0,744088.0323942166,"$577,000","$744,088"
43 Wilgah St,426000.0,423514.1326628284,"$426,000","$423,514"
178 Clarendon St,1430000.0,1113140.1079686393,"$1,430,000","$1,113,140"
1/13 Mansfield St,525500.0,534514.4415091163,"$525,500","$534,514"
28 Alderford Dr,805000.0,989609.9604285053,"$805,000","$989,610"
59 Dunbarton Dr,855000.0,989609.9604285053,"$855,000","$989,610"
3 Kirrum Cl,1660000.0,1033236.7282700334,"$1,660,000","$1,033,237"
13 Allandale Ct,502000.0,499518.04961651005,"$502,000","$499,518"
78 Songlark Cr,450000.0,499518.04961651005,"$450,000","$499,518"
44 Walls Rd,398000.0,499518.04961651005,"$398,000","$499,518"
8/21 Hampton Pde,241000.0,293869.26455700386,"$241,000","$293,869"
12 Stonemark Ct,910000.0,908196.5914365468,"$910,000","$908,197"
287 Mickleham Rd,537000.0,638913.1615648489,"$537,000","$638,913"
988 Waverley Rd,1100000.0,1334250.0041725028,"$1,100,000","$1,334,250"
6/10 Wrexham Rd,452000.0,420531.43333742913,"$452,000","$420,531"
2 Cairn Ct,412000.0,602029.0291312635,"$412,000","$602,029"
14 Ribblesdale Av,367000.0,444005.8864285713,"$367,000","$444,006"
267 Yallambie Rd,753000.0,809968.7827123104,"$753,000","$809,969"
18 Free St,1035000.0,986490.3950507292,"$1,035,000","$986,490"
122 Stephen St,510000.0,332010.7240516458,"$510,000","$332,011"
9/51 Stephen St,381000.0,475585.87155712105,"$381,000","$475,586"
54 Seves St,766000.0,849991.7135311988,"$766,000","$849,992"
1/256 Mason St,640000.0,591440.1601200706,"$640,000","$591,440"
21 Verdant Av,574000.0,627171.9629357299,"$574,000","$627,172"
11 Ascot St,955000.0,1003238.0830314645,"$955,000","$1,003,238"
11 Monash Av,3350000.0,2699458.483226192,"$3,350,000","$2,699,458"
13 Lucifer St,1670000.0,1915074.3028151256,"$1,670,000","$1,915,074"
3 Fair La,714000.0,728877.8214247152,"$714,000","$728,878"
77b Stockdale Av,1235000.0,1245605.508569996,"$1,235,000","$1,245,606"
21 Larch St,1402000.0,1144400.7635601892,"$1,402,000","$1,144,401"
20 Balmoral St,730000.0,773016.9114353587,"$730,000","$773,017"
443 Albert St,1094000.0,942606.6498102875,"$1,094,000","$942,607"
391 Brunswick Rd,1135000.0,1177944.5031215688,"$1,135,000","$1,177,945"
18 Lowan St,1290000.0,1571752.399640304,"$1,290,000","$1,571,752"
19 Warringal St,1280000.0,1299927.430508996,"$1,280,000","$1,299,927"
5 Thor Ct,680000.0,718068.9387748817,"$680,000","$718,069"
1/10 McComas Gr,650000.0,623519.169174138,"$650,000","$623,519"
967 Drummond St,2718000.0,1707669.2058465935,"$2,718,000","$1,707,669"
9/823 Rathdowne St,468000.0,426911.5161351104,"$468,000","$426,912"
14 Emily St,1646000.0,1277136.6198222956,"$1,646,000","$1,277,137"
7a Harpley St,712000.0,568595.17267202,"$712,000","$568,595"
47 Thompson St,1126000.0,1254665.4247288923,"$1,126,000","$1,254,665"
23 Goleen St,782000.0,866628.1476432744,"$782,000","$866,628"
4 Gallantry Av,393500.0,531527.8784322648,"$393,500","$531,528"
23 Greenham Av,504000.0,601266.5475688942,"$504,000","$601,267"
109 Mareeba Wy,487000.0,531527.8784322648,"$487,000","$531,528"
1 Woodlea Cr,350000.0,531527.8784322648,"$350,000","$531,528"
103 Fairhaven Bvd,430000.0,602205.3141197716,"$430,000","$602,205"
13 Brenda Ct,845000.0,752749.7552587306,"$845,000","$752,750"
3 Milne Ct,630000.0,630435.1609937585,"$630,000","$630,435"
1/15 Hillingdon Dr,572000.0,656493.0792725673,"$572,000","$656,493"
26 Fernhill Dr,964000.0,1068540.838431116,"$964,000","$1,068,541"
10 Hampshire Rd,1300000.0,1114544.9436590495,"$1,300,000","$1,114,545"
2/39 Paula Cr,885000.0,788681.5379759622,"$885,000","$788,682"
26 Clydebank Rd,1337000.0,825824.6573629642,"$1,337,000","$825,825"
7/122 Glen Huntly Rd,510000.0,641022.9885754028,"$510,000","$641,023"
63 Aldridge St,630000.0,646986.6266386067,"$630,000","$646,987"
28 Monteith Cr,635000.0,602205.3141197716,"$635,000","$602,205"
37 William St,1240000.0,1127121.6033096465,"$1,240,000","$1,127,122"
18 Pitt St,635000.0,709987.8752969706,"$635,000","$709,988"
13 Alister St,2875000.0,2263213.898672203,"$2,875,000","$2,263,214"
21 Bessazile Av,1180000.0,953302.6774356966,"$1,180,000","$953,303"
37 Romoly Dr,1096000.0,953302.6774356966,"$1,096,000","$953,303"
12 Grevillia Ct,1480000.0,1485314.705187433,"$1,480,000","$1,485,315"
45 Cosmos St,810000.0,843659.186801923,"$810,000","$843,659"
116b Hilton St,580000.0,599684.4891049352,"$580,000","$599,684"
17 Hamlet St,770000.0,940018.400030086,"$770,000","$940,018"
15 Warralong Av,755000.0,940018.400030086,"$755,000","$940,018"
1/41 Morang Rd,450000.0,420921.6479852698,"$450,000","$420,922"
18 Carlyle St,3050000.0,2258768.4527460868,"$3,050,000","$2,258,768"
17/127 Hawdon St,579000.0,567587.5751541116,"$579,000","$567,588"
6 Mokhtar Dr,453000.0,525038.2224104425,"$453,000","$525,038"
8 Nyah St,915000.0,743189.9683099528,"$915,000","$743,190"
17/29 Bendall St,570000.0,845538.7315360511,"$570,000","$845,539"
88 Edgevale Rd,2315000.0,2258768.4527460868,"$2,315,000","$2,258,768"
5 Caroline St,831000.0,790024.902023497,"$831,000","$790,025"
53 Scott Gr,731000.0,721798.9720688664,"$731,000","$721,799"
49 Coromandel Cr,810000.0,823954.7147330546,"$810,000","$823,955"
44 Derrick St,615000.0,638935.8197150892,"$615,000","$638,936"
12/80 Potts Rd,389000.0,433821.0031456147,"$389,000","$433,821"
1/9 Warrs Rd,840000.0,1038911.3551301413,"$840,000","$1,038,911"
39 Palmerston St,313000.0,401040.5929214807,"$313,000","$401,041"
37 Mitchell Rd,237000.0,393547.394662592,"$237,000","$393,547"
27A Creek Rd,1015000.0,1040814.1281979809,"$1,015,000","$1,040,814"
2/27 Portsmouth St,876000.0,905920.0783627122,"$876,000","$905,920"
7 Newcastle Dr,640000.0,847879.7483499494,"$640,000","$847,880"
18 Southhampton Dr,660000.0,847879.7483499494,"$660,000","$847,880"
18/70 Gadd St,680000.0,716290.4918573722,"$680,000","$716,290"
5 Gladys St,1800000.0,1438042.750933187,"$1,800,000","$1,438,043"
6 Kett St,864500.0,1007748.1448409506,"$864,500","$1,007,748"
1/6 Tullius Av,850000.0,1072122.9966599562,"$850,000","$1,072,123"
3/1073 Centre Rd,782000.0,885517.0101376654,"$782,000","$885,517"
61 Marriott St,1110000.0,1047796.3159474588,"$1,110,000","$1,047,796"
9 Bendigo St,920000.0,771381.054172559,"$920,000","$771,381"
9 Dunlop Wy,460000.0,500932.50799199456,"$460,000","$500,933"
2 Gallant Rd,640000.0,670683.8986500548,"$640,000","$670,684"
3 Reef Wk,450000.0,604976.3480296202,"$450,000","$604,976"
33 Austral Av,860000.0,983968.9220616869,"$860,000","$983,969"
15 Morgan St,990000.0,983968.9220616869,"$990,000","$983,969"
3/104 Regent St,512000.0,526065.5827433777,"$512,000","$526,066"
1/5 Box St,678000.0,674875.8483064311,"$678,000","$674,876"
6 Moama Pl,1285000.0,823954.7147330546,"$1,285,000","$823,955"
14 Thompson Cr,458500.0,598473.5497954774,"$458,500","$598,474"
11 Roma St,820000.0,754966.1530542753,"$820,000","$754,966"
58 Sanoma Dr,550000.0,646986.6266386067,"$550,000","$646,987"
1509/152 Sturt St,569000.0,638531.8905519396,"$569,000","$638,532"
52 Charles St,635000.0,623299.637629739,"$635,000","$623,300"
1/31 Marsden Cr,330000.0,472070.99026217405,"$330,000","$472,071"
3 Pennell Av,755000.0,623299.637629739,"$755,000","$623,300"
62 Northumberland Rd,790000.0,652766.5360701043,"$790,000","$652,767"
23 Sandford Av,625000.0,740364.6997708277,"$625,000","$740,365"
25 Rautman Cr,550000.0,652766.5360701043,"$550,000","$652,767"
268 Wright St,601000.0,740364.6997708277,"$601,000","$740,365"
7 Leda Dr,411500.0,498565.8442285117,"$411,500","$498,566"
45 Lynnwood Pde,1710000.0,1406511.2544419642,"$1,710,000","$1,406,511"
7 Highlands Rd,855000.0,653464.5883176555,"$855,000","$653,465"
1/4 Spring St,555000.0,561934.826033298,"$555,000","$561,935"
7 Monomeath Av,3850000.0,2059965.065758389,"$3,850,000","$2,059,965"
296A Williams Rd,2840000.0,2059965.065758389,"$2,840,000","$2,059,965"
26 Piccadilly Av,1170000.0,1033236.7282700334,"$1,170,000","$1,033,237"
6 Edinburgh Ct,419000.0,499518.04961651005,"$419,000","$499,518"
73 Victoria St,1900000.0,1643557.3438492788,"$1,900,000","$1,643,557"
8/46 Kororoit Creek Rd,460000.0,524787.0546958,"$460,000","$524,787"
23 Millewa Wy,365000.0,444005.8864285713,"$365,000","$444,006"
3/53 Clydesdale Rd,630000.0,700235.2452056825,"$630,000","$700,235"
2/34 Elstone Av,601000.0,762216.667728868,"$601,000","$762,217"
2/36 Highlands Av,560000.0,700235.2452056825,"$560,000","$700,235"
74 Kingsley Rd,865000.0,863573.3921469795,"$865,000","$863,573"
4/62 McIntosh St,520000.0,528780.4810432459,"$520,000","$528,780"
5/36 York St,622000.0,528780.4810432459,"$622,000","$528,780"
112 Danks St,1520000.0,1516855.4689533731,"$1,520,000","$1,516,855"
88 Merton St,3000000.0,1898749.3368132948,"$3,000,000","$1,898,749"
22 Naroon Rd,1780000.0,998474.712166661,"$1,780,000","$998,475"
32 Curlew Av,1100000.0,849991.7135311988,"$1,100,000","$849,992"
307/105 Pier St,430000.0,530148.6738868596,"$430,000","$530,149"
77b Third Av,1070000.0,907507.2266201954,"$1,070,000","$907,507"
21 Chatsworth Av,610000.0,691241.8134984683,"$610,000","$691,242"
37 Sunhill Cr,455000.0,580445.2153651648,"$455,000","$580,445"
7/50 Denbigh Rd,600000.0,632986.1836084062,"$600,000","$632,986"
8 Moorhouse St,2500000.0,1862331.6641350708,"$2,500,000","$1,862,332"
4/17 Northcote Rd,856000.0,632986.1836084062,"$856,000","$632,986"
4 Eden Ct,1340000.0,1457237.9510663708,"$1,340,000","$1,457,238"
23 Fenton St,1386000.0,1003238.0830314645,"$1,386,000","$1,003,238"
2/223 Maribyrnong Rd,600000.0,523245.034345866,"$600,000","$523,245"
10/39 Myrnong Cr,307000.0,368120.6259536995,"$307,000","$368,121"
81 Fakenham Rd,1700000.0,1547211.4880435239,"$1,700,000","$1,547,211"
34 Barrington Dr,1573000.0,1441012.894400524,"$1,573,000","$1,441,013"
95 Riviera Rd,1235000.0,1064730.8676268945,"$1,235,000","$1,064,731"
2/1070 Burke Rd,1130000.0,1242796.5529987537,"$1,130,000","$1,242,797"
13 Hatfield St,1446000.0,1522944.8402420261,"$1,446,000","$1,522,945"
7/3 Coles Ct,435000.0,408577.39385812683,"$435,000","$408,577"
70 Tucker Rd,980000.0,994192.8084231439,"$980,000","$994,193"
9 Bayview St,930000.0,568235.3594858513,"$930,000","$568,235"
25 Dromana Av,1450000.0,1362449.2221544008,"$1,450,000","$1,362,449"
21 Leigh St,950000.0,1362449.2221544008,"$950,000","$1,362,449"
10b Thomasina St,1300000.0,1245605.508569996,"$1,300,000","$1,245,606"
8 Harris St,1800000.0,1226607.2231907814,"$1,800,000","$1,226,607"
4/12 Golden Av,490000.0,562240.5138767443,"$490,000","$562,241"
47 Paton Cr,999999.0,773955.6386367161,"$999,999","$773,956"
14 Landale St,1260000.0,1176595.488324688,"$1,260,000","$1,176,595"
18 Barkly St,1870000.0,1843364.3308311142,"$1,870,000","$1,843,364"
136 Bay St,1400000.0,1843364.3308311142,"$1,400,000","$1,843,364"
846 Hampton St,148000.0,1487872.659288772,"$148,000","$1,487,873"
87 Male St,2100000.0,2481054.2772792913,"$2,100,000","$2,481,054"
6 Oakwood Av,1800000.0,2481054.2772792913,"$1,800,000","$2,481,054"
2/13 Parliament St,800000.0,808156.168978832,"$800,000","$808,156"
8a Beddoe Av,1450000.0,1709409.324130462,"$1,450,000","$1,709,409"
7 Beenak Av,1650000.0,2092402.806938902,"$1,650,000","$2,092,403"
33 Camperdown St,2305000.0,2092402.806938902,"$2,305,000","$2,092,403"
80 Comer St,1800000.0,1573139.3263400297,"$1,800,000","$1,573,139"
50 Lucas St,2900000.0,1933909.1713396604,"$2,900,000","$1,933,909"
58 Marriage Rd,1700000.0,1256817.7511987174,"$1,700,000","$1,256,818"
50A Milroy St,1170000.0,1256817.7511987174,"$1,170,000","$1,256,818"
4/377 South Rd,775000.0,747373.6063991216,"$775,000","$747,374"
17 Violet Cr,1800000.0,2315126.963479854,"$1,800,000","$2,315,127"
136A Johnstone St,450000.0,442032.447334259,"$450,000","$442,032"
23 Tatura Cr,565000.0,549964.2797945852,"$565,000","$549,964"
1/54 Millers Rd,680000.0,863730.4432435803,"$680,000","$863,730"
67 Stenhouse Av,640000.0,684403.8956116004,"$640,000","$684,404"
6 Church St,880000.0,942606.6498102875,"$880,000","$942,607"
60 Dunstan Av,880000.0,1177944.5031215688,"$880,000","$1,177,945"
3/53 Evans St,860000.0,942606.6498102875,"$860,000","$942,607"
46 Millicent Av,1000000.0,1299927.430508996,"$1,000,000","$1,299,927"
58 Pinnacle Cr,1049000.0,1064433.8691948901,"$1,049,000","$1,064,434"
1/62 Thompsons Rd,855000.0,906485.726436825,"$855,000","$906,486"
9 Iris St,1386600.0,1140499.4050216414,"$1,386,600","$1,140,499"
37 Muyan Cct,800000.0,1140499.4050216414,"$800,000","$1,140,499"
34 Jade Cct,1000000.0,1173256.8405426033,"$1,000,000","$1,173,257"
28 Cairnlea Dr,890000.0,686802.5244389854,"$890,000","$686,803"
54 Athelstan Rd,2075000.0,2234936.941104651,"$2,075,000","$2,234,937"
9 Gavan St,1650000.0,1784868.0906205697,"$1,650,000","$1,784,868"
3/1044 Drummond St,1036000.0,1097085.123221438,"$1,036,000","$1,097,085"
21/1150 Dandenong Rd,420000.0,580160.1531707699,"$420,000","$580,160"
3/32 Jersey Pde,500500.0,580160.1531707699,"$500,500","$580,160"
8/373 Neerim Rd,280000.0,342988.65454557363,"$280,000","$342,989"
28b Woornack Rd,880000.0,1277136.6198222956,"$880,000","$1,277,137"
2/370 Orrong Rd,530000.0,585586.6224290672,"$530,000","$585,587"
13 Imperial Av,1352500.0,1234584.1514594406,"$1,352,500","$1,234,584"
