Address,Price,ML_Price_Estimate,Price_$,ML_Price_Estimate_$
1/50 Richardson St,330500.0,391201.4714273803,"$330,500","$391,201"
164 Rathmines St,2460000.0,1197558.0468397082,"$2,460,000","$1,197,558"
8 Hare St,706000.0,652798.0391906642,"$706,000","$652,798"
39 Kevin Av,675000.0,681586.0683231053,"$675,000","$681,586"
3 Satori Ct,860000.0,762431.7234919241,"$860,000","$762,432"
5 Vaughan Rd,735000.0,681586.0683231053,"$735,000","$681,586"
18 MacRobertsons Cl,1350000.0,1151504.4401899895,"$1,350,000","$1,151,504"
304/300 Young St,608500.0,674955.0901173204,"$608,500","$674,955"
7/44 Kneen St,290000.0,476275.9238698257,"$290,000","$476,276"
35 Watkins St,920000.0,1060162.1097644807,"$920,000","$1,060,162"
65/2 Newmarket Wy,540000.0,611153.1628464201,"$540,000","$611,153"
8 Commercial Rd,1310000.0,1285091.1725076525,"$1,310,000","$1,285,091"
7 McCubbin St,685000.0,620035.4071418884,"$685,000","$620,035"
1/17 Coogee Av,590000.0,655310.6808632171,"$590,000","$655,311"
1 Fairway St,825000.0,655310.6808632171,"$825,000","$655,311"
28A Gweno Av,855000.0,655310.6808632171,"$855,000","$655,311"
24 Ballarto Rd,450000.0,655310.6808632171,"$450,000","$655,311"
17 Coolgardie St,500000.0,655310.6808632171,"$500,000","$655,311"
7 Erutta Pl,563000.0,689579.1901934724,"$563,000","$689,579"
10 Sanders Rd,750000.0,773739.3443658495,"$750,000","$773,739"
12 Oakley Ct,515000.0,655310.6808632171,"$515,000","$655,311"
10 Carlinga Ct,825000.0,836428.3391509715,"$825,000","$836,428"
6 Duggan Pl,670000.0,836428.3391509715,"$670,000","$836,428"
9/249 Burke Rd,700000.0,644390.9156460522,"$700,000","$644,391"
34 Essex St,1350000.0,1364543.2008695176,"$1,350,000","$1,364,543"
1/3 Mills St,985000.0,644390.9156460522,"$985,000","$644,391"
576 Blackburn Rd,1100000.0,1154240.0587333448,"$1,100,000","$1,154,240"
2/2 Bridget St,1170000.0,1082359.7977052599,"$1,170,000","$1,082,360"
2/25 Tobias Av,771000.0,722902.3905618711,"$771,000","$722,902"
1 Walter St,1296000.0,1452449.4548482345,"$1,296,000","$1,452,449"
3 Winmalee Dr,1075000.0,1154240.0587333448,"$1,075,000","$1,154,240"
109 Augustine Tce,612000.0,769657.2221168854,"$612,000","$769,657"
52 Chapman Av,875000.0,983291.9962274985,"$875,000","$983,292"
24 Justin Av,820000.0,983291.9962274985,"$820,000","$983,292"
3/55 Melbourne Av,557500.0,669929.1904063979,"$557,500","$669,929"
8 Rowan St,780000.0,769657.2221168854,"$780,000","$769,657"
298 Waterloo Rd,1200000.0,983291.9962274985,"$1,200,000","$983,292"
147 Gowanbrae Dr,900000.0,973200.774139266,"$900,000","$973,201"
1 Orchid Ct,980000.0,973200.774139266,"$980,000","$973,201"
165 Elder St,717500.0,837019.1165446673,"$717,500","$837,019"
3/171 St Helena Rd,705000.0,749309.8856130068,"$705,000","$749,310"
6 Murray Ct,1260000.0,695215.2003822936,"$1,260,000","$695,215"
33 Positano Gr,805000.0,695215.2003822936,"$805,000","$695,215"
22 Barbara St,788000.0,781696.7790511192,"$788,000","$781,697"
6 Maria Ct,925000.0,1039242.3122753358,"$925,000","$1,039,242"
64 Frawley Rd,645000.0,646264.5065963152,"$645,000","$646,265"
95 Nettle Dr,612000.0,646264.5065963152,"$612,000","$646,265"
2/481 Bluff Rd,1100000.0,1231284.4244731886,"$1,100,000","$1,231,284"
12/39 Holyrood St,815250.0,810507.761374946,"$815,250","$810,508"
19 Lawson St,1860000.0,1231284.4244731886,"$1,860,000","$1,231,284"
9 Auburn Rd,3220000.0,2233734.5625135093,"$3,220,000","$2,233,735"
7/576 Glenferrie Rd,490000.0,642883.933707333,"$490,000","$642,884"
17/28 Wattle Rd,430000.0,642883.933707333,"$430,000","$642,884"
8/72 Campbell Rd,390000.0,462610.1707118616,"$390,000","$462,610"
8 Hallcroft Pl,1055000.0,1364543.2008695176,"$1,055,000","$1,364,543"
19 Myrtle Av,1030000.0,850989.0105940768,"$1,030,000","$850,989"
3 Ward Gr,1450000.0,964366.074880021,"$1,450,000","$964,366"
19 Collins St,760000.0,835716.5163887467,"$760,000","$835,717"
23 Swanston St,945000.0,925490.1402427012,"$945,000","$925,490"
1 Calola St,1265000.0,854390.0947030999,"$1,265,000","$854,390"
3/9 Exeter Ct,450000.0,468050.56571289146,"$450,000","$468,051"
41 Morotai Pde,823000.0,854390.0947030999,"$823,000","$854,390"
107 Southern Rd,593000.0,854390.0947030999,"$593,000","$854,390"
1/102 Brindalee Wy,502000.0,503722.5095452949,"$502,000","$503,723"
5 Grandview Cr,727000.0,665425.0047369901,"$727,000","$665,425"
6 Penlow Ct,707500.0,665425.0047369901,"$707,500","$665,425"
8 Doynton Pde,750000.0,608610.6862666842,"$750,000","$608,611"
51 Guinane Av,581000.0,543331.744413592,"$581,000","$543,332"
16 McMurray Cr,575000.0,543331.744413592,"$575,000","$543,332"
1/260 Morris Rd,372000.0,381598.5215280467,"$372,000","$381,599"
13 Rottnest Ct,540500.0,543331.744413592,"$540,500","$543,332"
5/1 Barkly St,675000.0,972949.973137178,"$675,000","$972,950"
1 Greville St,1100000.0,1047380.1260274395,"$1,100,000","$1,047,380"
3 Calverton Rd,650000.0,656112.2548937779,"$650,000","$656,112"
3 Belmont Av,680000.0,756487.0971116546,"$680,000","$756,487"
10 Fiat Ct,750000.0,756487.0971116546,"$750,000","$756,487"
15 Border Dr,790000.0,877562.1378383605,"$790,000","$877,562"
8 Borva Dr,640000.0,748459.2458562459,"$640,000","$748,459"
4 Cain Ct,1150000.0,877562.1378383605,"$1,150,000","$877,562"
2 Mues St,1022000.0,942589.9858533477,"$1,022,000","$942,590"
23 Olivine Rd,1450000.0,748459.2458562459,"$1,450,000","$748,459"
25 Regent St,800000.0,942589.9858533477,"$800,000","$942,590"
95 Eliza St,752000.0,735746.1876921034,"$752,000","$735,746"
79 McCracken St,881000.0,1063885.3537939081,"$881,000","$1,063,885"
62 Tennyson St,1909000.0,1764693.68614303,"$1,909,000","$1,764,694"
8 Cromwell Ct,800000.0,762431.7234919241,"$800,000","$762,432"
1 Fenton Ct,775000.0,681586.0683231053,"$775,000","$681,586"
13 Arnold St,701500.0,723393.9385228693,"$701,500","$723,394"
46 Churchill Wy,657000.0,723393.9385228693,"$657,000","$723,394"
14 Mavis Cr,667000.0,648655.6202068784,"$667,000","$648,656"
57 The Fairway,945000.0,814508.705628087,"$945,000","$814,509"
69 Chirnside St,1160000.0,987125.9623759108,"$1,160,000","$987,126"
64 Allister Av,795000.0,709415.2816282146,"$795,000","$709,415"
18 Bluff St,755000.0,801093.187075718,"$755,000","$801,093"
180 Casey Dr,565000.0,683431.7435144634,"$565,000","$683,432"
13 Curtin Av,779000.0,683431.7435144634,"$779,000","$683,432"
6/1 Rochdale Sq,350000.0,390742.7551750229,"$350,000","$390,743"
13/64 Potts Rd,337000.0,438400.94938460045,"$337,000","$438,401"
14 Villosa Cl,672000.0,739470.8350355942,"$672,000","$739,471"
14 Creswick St,557500.0,782196.1369588799,"$557,500","$782,196"
1/17 Koombooloomba Ct,655000.0,646264.5065963152,"$655,000","$646,265"
68 Rosehill Rd,2287500.0,1129162.8781159387,"$2,287,500","$1,129,163"
31a Carwarp St,717000.0,511421.86942980794,"$717,000","$511,422"
15 Elvin St,770000.0,1070390.763907676,"$770,000","$1,070,391"
37 Grieve St,1300000.0,852089.221556968,"$1,300,000","$852,089"
4 Joynt St,770000.0,852089.221556968,"$770,000","$852,089"
1/8 Bernard St,771000.0,793857.6090194373,"$771,000","$793,858"
1/79 Mitchell St,830000.0,793857.6090194373,"$830,000","$793,858"
11 Wattle Rd,902000.0,957053.2248239822,"$902,000","$957,053"
4/236 Wattletree Rd,525000.0,464645.0297311344,"$525,000","$464,645"
9/47 Middle Rd,385000.0,437808.83606570243,"$385,000","$437,809"
3/22 Station Av,711000.0,842393.9872965225,"$711,000","$842,394"
8A Wattle Gr,2010000.0,1564822.9736444512,"$2,010,000","$1,564,823"
10 Binnak Ct,525000.0,492426.88844123913,"$525,000","$492,427"
14 Humevale Ct,485500.0,492426.88844123913,"$485,500","$492,427"
206/325 Collins St,465000.0,677486.6573294797,"$465,000","$677,487"
101/598 St Kilda Rd,790000.0,1104142.0883633746,"$790,000","$1,104,142"
81 Centenary Av,395000.0,542000.9794379015,"$395,000","$542,001"
4 Leggatt St,407000.0,543890.1403702161,"$407,000","$543,890"
7 Wills Rd,455000.0,459729.98619783757,"$455,000","$459,730"
34 Fairhaven Bvd,425000.0,457840.8252655231,"$425,000","$457,841"
6 Linlithgow Wy,440000.0,542000.9794379015,"$440,000","$542,001"
21 Trethowan Av,469500.0,457840.8252655231,"$469,500","$457,841"
7/214 Balcombe Rd,950000.0,824685.378675062,"$950,000","$824,685"
2 Daly Ct,1150000.0,1137216.1896824292,"$1,150,000","$1,137,216"
3/35 Johnston St,610000.0,597037.3520100894,"$610,000","$597,037"
6/22 Latrobe St,577250.0,597037.3520100894,"$577,250","$597,037"
10/56 Milan St,275000.0,441097.74437096564,"$275,000","$441,098"
3 Goulburn St,810000.0,626521.2561353972,"$810,000","$626,521"
23 Mea Cct,550500.0,626521.2561353972,"$550,500","$626,521"
9 Plantation Av,535000.0,626521.2561353972,"$535,000","$626,521"
27 Sunnybrae Dr,641000.0,626521.2561353972,"$641,000","$626,521"
2/35 Azalea Av,503000.0,563574.0834169384,"$503,000","$563,574"
411 Childs Rd,668000.0,608587.9814176288,"$668,000","$608,588"
7 Fowler Ct,666000.0,683280.0012639255,"$666,000","$683,280"
10 Delhi St,850000.0,850982.6947022233,"$850,000","$850,983"
67 Kelvin Av,1100000.0,837019.1165446673,"$1,100,000","$837,019"
48 Para Rd,850000.0,1129162.8781159387,"$850,000","$1,129,163"
148 Athol St,965000.0,999670.9245772974,"$965,000","$999,671"
7 Athol St,2220000.0,1500307.986622207,"$2,220,000","$1,500,308"
1/182 Pascoe Vale Rd,730000.0,743980.7781545825,"$730,000","$743,981"
43 Thomas St,1365000.0,1173233.829607686,"$1,365,000","$1,173,234"
104A Waverley St,1210000.0,954209.3497976698,"$1,210,000","$954,209"
1/69 Albert St,790500.0,597037.3520100894,"$790,500","$597,037"
12 Powlett St,1350000.0,882857.4778936215,"$1,350,000","$882,857"
84 Bailey Rd,655000.0,730424.6607686923,"$655,000","$730,425"
41 Hillview Av,1400000.0,1171751.5738457527,"$1,400,000","$1,171,752"
5 Josephine Av,1300000.0,1171751.5738457527,"$1,300,000","$1,171,752"
2/168 Lawrence Rd,786000.0,800078.7998189684,"$786,000","$800,079"
46 Outlook Rd,1360000.0,1171751.5738457527,"$1,360,000","$1,171,752"
11 Rosaline Av,1470000.0,1171751.5738457527,"$1,470,000","$1,171,752"
48 Carson St,1111000.0,971156.5767861675,"$1,111,000","$971,157"
119 Kendall Dr,652500.0,646264.5065963152,"$652,500","$646,265"
104 Champion Rd,736500.0,938836.2298139746,"$736,500","$938,836"
72 Graham St,1040000.0,1112399.1348443634,"$1,040,000","$1,112,399"
7 Melrose St,980000.0,1112399.1348443634,"$980,000","$1,112,399"
7 Mirls St,1570000.0,1715781.6725277684,"$1,570,000","$1,715,782"
102 North Rd,1405000.0,1715781.6725277684,"$1,405,000","$1,715,782"
58 Peel St,1300000.0,1112399.1348443634,"$1,300,000","$1,112,399"
80 William St,1378000.0,1112399.1348443634,"$1,378,000","$1,112,399"
20 Ross St,861000.0,923508.3429778871,"$861,000","$923,508"
36 Shaw St,1410000.0,849078.1900876255,"$1,410,000","$849,078"
1/48 Teague St,740000.0,695483.9528943009,"$740,000","$695,484"
8 Briggs Cr,1030000.0,709415.2816282146,"$1,030,000","$709,415"
1 Kenneth St,715000.0,790260.9367970334,"$715,000","$790,261"
11/51 Brougham St,570000.0,677486.6573294797,"$570,000","$677,487"
2/85 Leveson St,610000.0,677486.6573294797,"$610,000","$677,487"
209/64 MacAulay Rd,468000.0,677486.6573294797,"$468,000","$677,487"
308/25 Oxford St,657000.0,677486.6573294797,"$657,000","$677,487"
326/350 Victoria St,518000.0,479977.3239237061,"$518,000","$479,977"
22 Gladstone Av,1135000.0,1040539.9851232731,"$1,135,000","$1,040,540"
112/405 High St,585000.0,575232.5612030604,"$585,000","$575,233"
24 Union St,1100000.0,1040539.9851232731,"$1,100,000","$1,040,540"
77 Westgarth St,1266000.0,1228892.7358577584,"$1,266,000","$1,228,893"
12 Rosings Ct,1210000.0,1200409.0822077526,"$1,210,000","$1,200,409"
3 Busana Wy,1055000.0,1049655.6574097697,"$1,055,000","$1,049,656"
3 Gladys St,1056000.0,1049655.6574097697,"$1,056,000","$1,049,656"
30 Plumpton Av,1091000.0,781696.7790511192,"$1,091,000","$781,697"
5/154 Waterloo Rd,580000.0,681968.7473406318,"$580,000","$681,969"
1/2 Albert Av,585000.0,972949.973137178,"$585,000","$972,950"
1/18 Calista Av,876500.0,811599.9814257685,"$876,500","$811,600"
38A Cleek Av,1000000.0,1035724.230626918,"$1,000,000","$1,035,724"
338 Huntingdale Rd,1000000.0,1100880.4522544646,"$1,000,000","$1,100,880"
596 Warrigal Rd,813500.0,1100880.4522544646,"$813,500","$1,100,880"
13 Ellen St,987000.0,992392.2178857006,"$987,000","$992,392"
3/13 Ivy St,700000.0,618015.4675859038,"$700,000","$618,015"
17 Queen St,1365000.0,992392.2178857006,"$1,365,000","$992,392"
16 Dale Av,818000.0,884688.6236858087,"$818,000","$884,689"
21/12 Surrey St,320000.0,441020.641809432,"$320,000","$441,021"
1/31 Surrey St,800000.0,1166299.2933784244,"$800,000","$1,166,299"
4/7 Sylvan Gr,530000.0,794914.9998318542,"$530,000","$794,915"
1 McKillop Wy,440000.0,523357.27991259657,"$440,000","$523,357"
2/17 Catania Av,435000.0,625757.6843717012,"$435,000","$625,758"
46 Dingo St,500500.0,625757.6843717012,"$500,500","$625,758"
4 Teeside Ct,1060000.0,753058.2381470709,"$1,060,000","$753,058"
82 Yuruga Bvd,940000.0,867230.5840021536,"$940,000","$867,231"
5/19 Boundary St,510000.0,508728.2502621264,"$510,000","$508,728"
17 Raglan St,1000000.0,1137627.5660831823,"$1,000,000","$1,137,628"
297 Ross St,2100000.0,1760026.9442621877,"$2,100,000","$1,760,027"
404/11 Hillingdon Pl,725000.0,681415.1258067822,"$725,000","$681,415"
2/23 Wynnstay Rd,1727500.0,1329857.4031412727,"$1,727,500","$1,329,857"
21 Dean St,1331000.0,1280631.3539984878,"$1,331,000","$1,280,631"
2/7 Lahinch St,409000.0,324592.6653690488,"$409,000","$324,593"
174 Murray Rd,1020000.0,1019203.6657863228,"$1,020,000","$1,019,204"
2/17 Park Av,600000.0,670008.1255806735,"$600,000","$670,008"
203 Tyler St,1070000.0,1019203.6657863228,"$1,070,000","$1,019,204"
167 Albert St,825000.0,814508.705628087,"$825,000","$814,509"
98 Barry St,780000.0,814508.705628087,"$780,000","$814,509"
48a Darebin Bvd,680000.0,647252.397505183,"$680,000","$647,252"
3/67 Dundee St,350000.0,473841.3535009265,"$350,000","$473,841"
3 Frankston St,945000.0,740078.5527378254,"$945,000","$740,079"
9 Glenvale Rd,740000.0,1023105.3506464508,"$740,000","$1,023,105"
73 Oconnor St,700000.0,814508.705628087,"$700,000","$814,509"
14 Rona St,1090000.0,740078.5527378254,"$1,090,000","$740,079"
25/15 Seaver Gr,481000.0,647252.397505183,"$481,000","$647,252"
3/126 St Vigeons Rd,480000.0,602747.7060100432,"$480,000","$602,748"
1/91 Thackeray Rd,762000.0,740078.5527378254,"$762,000","$740,079"
9 Whitby St,810000.0,814508.705628087,"$810,000","$814,509"
1/27 Willoughby St,405000.0,481702.9920234748,"$405,000","$481,703"
57 Abinger St,931000.0,1133621.7822729235,"$931,000","$1,133,622"
407/163 Cremorne St,410000.0,477445.75671154674,"$410,000","$477,446"
4 Dickens St,1600000.0,1407172.6998273735,"$1,600,000","$1,407,173"
24 Green St,1230000.0,1133621.7822729235,"$1,230,000","$1,133,622"
44 Neptune St,1055000.0,1133621.7822729235,"$1,055,000","$1,133,622"
11 Shelley St,850000.0,1407172.6998273735,"$850,000","$1,407,173"
209/18 Tanner St,511500.0,477445.75671154674,"$511,500","$477,446"
4 Athelstane Dr,942000.0,1007463.2979290365,"$942,000","$1,007,463"
51 Tortice Dr,945000.0,926617.6427602178,"$945,000","$926,618"
4/124 Brighton Rd,510000.0,610541.0247941378,"$510,000","$610,541"
81 Grandview Gr,1609000.0,964366.074880021,"$1,609,000","$964,366"
38 Grove Rd,805000.0,964366.074880021,"$805,000","$964,366"
17 McKay Rd,1755000.0,790260.9367970334,"$1,755,000","$790,261"
5 Amalfi Ct,600000.0,620261.7698140823,"$600,000","$620,262"
33 Edgecombe Wy,688500.0,620261.7698140823,"$688,500","$620,262"
8 Hammond Pl,500000.0,523508.1211894783,"$500,000","$523,508"
9 Murray Wk,485000.0,523508.1211894783,"$485,000","$523,508"
14 Thomas St,696000.0,620261.7698140823,"$696,000","$620,262"
96A Beach Rd,2000000.0,1672450.7447460417,"$2,000,000","$1,672,451"
18 Eva Ct,570000.0,782196.1369588799,"$570,000","$782,196"
1 Coonara Av,790000.0,655310.6808632171,"$790,000","$655,311"
21 Alexander St,1035000.0,1048835.4527327078,"$1,035,000","$1,048,835"
219 Buckley St,720000.0,1048835.4527327078,"$720,000","$1,048,835"
22 Margaret St,817000.0,860936.1552961643,"$817,000","$860,936"
6 Hutchins Wy,495000.0,646264.5065963152,"$495,000","$646,265"
39 Lyell St,960000.0,1271028.6722204455,"$960,000","$1,271,029"
6 Chauvel Pl,621000.0,660825.2528715503,"$621,000","$660,825"
1 Jackson St,594000.0,586747.31906215,"$594,000","$586,747"
4/113 Osborne St,1702000.0,1419565.0063827445,"$1,702,000","$1,419,565"
3/2 Pasley St,650000.0,690638.9535622558,"$650,000","$690,639"
2/28 Hope St,625000.0,610845.8825314175,"$625,000","$610,846"
28 Andrea St,820000.0,609011.4217946162,"$820,000","$609,011"
41 Belfort St,610000.0,656112.2548937779,"$610,000","$656,112"
12/11 Redan St,600000.0,613739.5450925218,"$600,000","$613,740"
1/3 Robertson Av,622000.0,613739.5450925218,"$622,000","$613,740"
9 Strathnaver Av,950000.0,1592647.7026333327,"$950,000","$1,592,648"
81 York St,700000.0,804477.827967574,"$700,000","$804,478"
32 Archer Av,605000.0,708192.0309961248,"$605,000","$708,192"
39 Collins St,548000.0,582354.5791434369,"$548,000","$582,355"
5 Cornish St,677000.0,482286.43151527335,"$677,000","$482,286"
5 Harcourt Cl,515000.0,582354.5791434369,"$515,000","$582,355"
203 Mitchells La,565000.0,582354.5791434369,"$565,000","$582,355"
36 Chapman St,705000.0,653035.6451774813,"$705,000","$653,036"
23 Dunbar Av,645000.0,700136.4782766431,"$645,000","$700,136"
16 Mellor St,710000.0,700136.4782766431,"$710,000","$700,136"
15 Berkshire Rd,555000.0,686839.5351597499,"$555,000","$686,840"
2 Daley St,700000.0,686839.5351597499,"$700,000","$686,840"
2 Eucalyptus Ct,950000.0,885784.9739753621,"$950,000","$885,785"
83 Gresham Wy,702500.0,824063.143522567,"$702,500","$824,063"
2/7 Benson St,1230000.0,1002742.23721913,"$1,230,000","$1,002,742"
102 Empress Rd,1901000.0,1541202.877232182,"$1,901,000","$1,541,203"
23 Eloura Cct,490000.0,626984.841008444,"$490,000","$626,985"
21 Rushcutters Pl,690000.0,717233.4557246343,"$690,000","$717,233"
7 The Esplanade,790000.0,717233.4557246343,"$790,000","$717,233"
17 Willowood Ct,695000.0,717233.4557246343,"$695,000","$717,233"
10 Holowko Ct,905000.0,756487.0971116546,"$905,000","$756,487"
6 Laser Ct,930000.0,821902.5076788951,"$930,000","$821,903"
1/115 High St,316000.0,393278.6451021143,"$316,000","$393,279"
2/21 Main St,312000.0,393278.6451021143,"$312,000","$393,279"
20 Pleasant Rd,907500.0,688132.5324430503,"$907,500","$688,133"
1/15 Spring St,770000.0,393278.6451021143,"$770,000","$393,279"
74 Clarendon St,1500000.0,1138747.765915349,"$1,500,000","$1,138,748"
125 Hutton St,1266000.0,965184.8608849604,"$1,266,000","$965,185"
14 Ibis Pl,710000.0,919723.2861053328,"$710,000","$919,723"
12/4 Lambert Rd,550000.0,778046.5602638356,"$550,000","$778,047"
10/679 Toorak Rd,1110000.0,1260384.757818062,"$1,110,000","$1,260,385"
21 Montezuma Av,667000.0,649467.9922383021,"$667,000","$649,468"
2 Talliver Tce,485000.0,568622.3370694834,"$485,000","$568,622"
15 Christopher Cr,647000.0,663058.4248537347,"$647,000","$663,058"
27 Mullens Rd,1020000.0,1113678.4271228795,"$1,020,000","$1,113,678"
12 Magnolia St,975000.0,837019.1165446673,"$975,000","$837,019"
17 Marlesford Av,1065800.0,993439.7313478405,"$1,065,800","$993,440"
11 Reita Av,935000.0,837019.1165446673,"$935,000","$837,019"
10 Nalinga Ct,1015000.0,978104.004004162,"$1,015,000","$978,104"
29 Kenmare St,920000.0,837019.1165446673,"$920,000","$837,019"
11 Rushworth St,1035000.0,837019.1165446673,"$1,035,000","$837,019"
6 Damien Ct,806000.0,993439.7313478405,"$806,000","$993,440"
4 Daniel Ct,458000.0,582068.0882941012,"$458,000","$582,068"
17 Duke St,582000.0,582068.0882941012,"$582,000","$582,068"
39 Hooker Rd,439500.0,582068.0882941012,"$439,500","$582,068"
21 Sinns Av,550000.0,582068.0882941012,"$550,000","$582,068"
6/21 Hampton Pde,240000.0,234044.33445046746,"$240,000","$234,044"
10/11 Anderson St,850000.0,479977.3239237061,"$850,000","$479,977"
22/30 Chetwynd St,569500.0,677486.6573294797,"$569,500","$677,487"
90 Miller St,1654000.0,1409704.2670395328,"$1,654,000","$1,409,704"
1/18 Riddell St,620000.0,552949.7630120171,"$620,000","$552,950"
3 Garden Ct,1560000.0,1200409.0822077526,"$1,560,000","$1,200,409"
54 Anzac Cr,1760000.0,1178605.2856871437,"$1,760,000","$1,178,605"
12 Lakeview Av,1235000.0,1178605.2856871437,"$1,235,000","$1,178,605"
17 Champions Pde,478000.0,525794.2426019459,"$478,000","$525,794"
13 Eynesbury Vw,782000.0,751572.2153303092,"$782,000","$751,572"
12 Edwin Cl,669000.0,536293.1325218946,"$669,000","$536,293"
34 Honour Av,457000.0,469392.5379102658,"$457,000","$469,393"
1/6 Borlase St,835000.0,751424.0414418849,"$835,000","$751,424"
36 Bromyard St,945000.0,1035135.6557772139,"$945,000","$1,035,136"
40 Drew St,910000.0,1035135.6557772139,"$910,000","$1,035,136"
63 Hamilton St,2025000.0,1035135.6557772139,"$2,025,000","$1,035,136"
25 Kingston St,1561000.0,1310545.0240497938,"$1,561,000","$1,310,545"
26a Fawkner St,760000.0,1173233.829607686,"$760,000","$1,173,234"
3/19 Hart St,515000.0,522072.9088900451,"$515,000","$522,073"
87 Fairfax Cct,395000.0,656112.2548937779,"$395,000","$656,112"
4a Mills St,1550000.0,1493318.9371054757,"$1,550,000","$1,493,319"
1 Moubray St,1800000.0,1767220.0098740293,"$1,800,000","$1,767,220"
11 Keeshan Ct,683500.0,846278.9362990293,"$683,500","$846,279"
5 Binns St,710000.0,904168.4380271952,"$710,000","$904,168"
2/9 First Av,550000.0,814394.8141732407,"$550,000","$814,395"
1/28 Irwin Av,640000.0,662795.4932925908,"$640,000","$662,795"
3/49 Misten Av,537500.0,904168.4380271952,"$537,500","$904,168"
47a Glinden Av,460000.0,788041.317584631,"$460,000","$788,041"
1/17 Epsom Rd,685000.0,574630.5261749922,"$685,000","$574,631"
1/7 Farmer St,700000.0,800014.9304110573,"$700,000","$800,015"
1/136 High Street Rd,761000.0,1148565.7543442652,"$761,000","$1,148,566"
26 Longbeach Cl,578000.0,821785.8369812291,"$578,000","$821,786"
16 Third Av,1375000.0,1137216.1896824292,"$1,375,000","$1,137,216"
54 Ardlie St,871000.0,778823.9647634097,"$871,000","$778,824"
27 Sidgewick St,860000.0,928524.7288779195,"$860,000","$928,525"
1/34 Gourlay St,1015000.0,891383.4927832659,"$1,015,000","$891,383"
2/42 Talbot Av,648000.0,654482.3215813743,"$648,000","$654,482"
108 Bulleen Rd,1750000.0,2094480.4192872683,"$1,750,000","$2,094,480"
5 Carrington St,1850000.0,1924079.0925502179,"$1,850,000","$1,924,079"
40 Winfield Rd,1480000.0,1533935.9455880367,"$1,480,000","$1,533,936"
41 Anita St,1700000.0,1585774.2062999022,"$1,700,000","$1,585,774"
7 Bruce St,1700000.0,1585774.2062999022,"$1,700,000","$1,585,774"
22 Towers St,1340000.0,1585774.2062999022,"$1,340,000","$1,585,774"
4 Wattle Av,1590000.0,1302467.9692665965,"$1,590,000","$1,302,468"
39 Luckins Rd,1300000.0,1460608.4927580173,"$1,300,000","$1,460,608"
1/19 Patterson Rd,855000.0,993902.0294885407,"$855,000","$993,902"
7 Abbin Av,1300000.0,1133397.6445254476,"$1,300,000","$1,133,398"
10b Alexander St,1280000.0,1247125.6470455304,"$1,280,000","$1,247,126"
9 Cullinane St,2250000.0,1804131.48858408,"$2,250,000","$1,804,131"
22 Iluka St,1130000.0,1375710.8546280318,"$1,130,000","$1,375,711"
19 Ayr St,2010000.0,1218677.4174819514,"$2,010,000","$1,218,677"
3 Charlotte St,1390000.0,1218677.4174819514,"$1,390,000","$1,218,677"
74 Mascot Av,1100000.0,832325.8948425964,"$1,100,000","$832,326"
40 Carlton St,660000.0,841387.830197511,"$660,000","$841,388"
144 Duke St,868000.0,744094.9720580227,"$868,000","$744,095"
80 South Rd,645000.0,1063766.3940257335,"$645,000","$1,063,766"
105/103 Bay St,620000.0,880461.9278767304,"$620,000","$880,462"
30a Rooding St,985000.0,880461.9278767304,"$985,000","$880,462"
2/422 St Kilda St,1475000.0,1538426.897597991,"$1,475,000","$1,538,427"
16/373 South Rd,775000.0,818709.580171313,"$775,000","$818,710"
4 Vincent St,1480000.0,1462763.491654876,"$1,480,000","$1,462,763"
2/140 Cuthbert St,335000.0,453973.8389402545,"$335,000","$453,974"
7 Nathalia St,490000.0,825253.2162494946,"$490,000","$825,253"
7 Tongio Ct,385000.0,620993.4340568832,"$385,000","$620,993"
26 Nolan Av,890000.0,839238.0890826136,"$890,000","$839,238"
3/51 Stenhouse Av,500000.0,710254.3980181341,"$500,000","$710,254"
1/263 Albion St,659500.0,505881.3536266686,"$659,500","$505,881"
6/153 Barkly St,600000.0,505881.3536266686,"$600,000","$505,881"
21/10 Breese St,627000.0,806850.309546837,"$627,000","$806,850"
79 Hope St,1450000.0,1472325.994018756,"$1,450,000","$1,472,326"
2 Sheffield St,990000.0,1144000.860461169,"$990,000","$1,144,001"
3 Lomandra Wky,665000.0,774195.0749142988,"$665,000","$774,195"
497 Albion St,1350000.0,1727468.2170117896,"$1,350,000","$1,727,468"
11/7 Egginton St,380000.0,676465.968302392,"$380,000","$676,466"
20 Fitzgibbon Av,1400000.0,1133467.217140424,"$1,400,000","$1,133,467"
12/881 Park St,300000.0,326261.96109510405,"$300,000","$326,262"
10 Yarrabin St,810000.0,1133467.217140424,"$810,000","$1,133,467"
9 Albany Pl,1490000.0,1476337.8014189955,"$1,490,000","$1,476,338"
24 Kimberley Wy,1380000.0,1337362.764887119,"$1,380,000","$1,337,363"
3/6 Boadle Rd,460500.0,559114.7838290397,"$460,500","$559,115"
10 Bryson Ct,600000.0,968803.517123655,"$600,000","$968,804"
10 Hanover Rd,1095000.0,968803.517123655,"$1,095,000","$968,804"
2 Lennox Cr,631000.0,773660.1154087521,"$631,000","$773,660"
1 Shiraz Ct,663000.0,1091450.6218747278,"$663,000","$1,091,451"
22 Velvet Av,855000.0,968803.517123655,"$855,000","$968,804"
1/9 Bronte Av,601000.0,635436.7875845279,"$601,000","$635,437"
